13PPDH2	1,3-propanediol dehydrogenase					RXN0-6487	iML1515														
14GLUCANabcpp	1,4-alpha-D-glucan transport via ABC system (periplasm)				MNXR94693		iML1515						['MNXR94693']								
14GLUCANtexi	1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible				MNXR94694		iML1515						['MNXR94694']								
23CAMPtex	23cAMP transport via diffusion (extracellular to periplasm)			rxn07925	MNXR94718		iML1515					['rxn07925']	['MNXR94718']								
23CCMPtex	23cCMP transport via diffusion (extracellular to periplasm)			rxn07926	MNXR94720		iML1515					['rxn07926']	['MNXR94720']								
23CGMPtex	23cGMP transport via diffusion (extracellular to periplasm)			rxn07927	MNXR94721		iML1515					['rxn07927']	['MNXR94721']								
23CN2P1		RXN-14113	R03537	rxn02521	MNXR94722	RXN-14113		iYO844						['META:RXN-14113']	['R03537']	['rxn02521']	['MNXR94722']				
23CN2P2		RXN-14091	R03538	rxn02522	MNXR94723	RXN-14091		iYO844						['META:RXN-14091']	['R03538']	['rxn02522']	['MNXR94723']				
23CN2P3		RXN-14112	R03929	rxn02762	MNXR94724	RXN-14112		iYO844						['META:RXN-14112']	['R03929']	['rxn02762']	['MNXR94724']				
23CN2P4		RXN-14064	R05135	rxn03483	MNXR94725	RXN-14064		iYO844						['META:RXN-14064']	['R05135']	['rxn03483']	['MNXR94725']				
23CUMPtex	23cUMP transport via diffusion (extracellular to periplasm)			rxn07928	MNXR94726		iML1515					['rxn07928']	['MNXR94726']								
23DAPPAt2pp	2,3-diaminopropionate transport in via proton symport			rxn07929	MNXR94727		iML1515					['rxn07929']	['MNXR94727']								
23DAPPAtex	2,3-diaminopropionate transport via diffusion			rxn07930	MNXR94728		iML1515					['rxn07930']	['MNXR94728']								
23DOGULNt4pp	Na+/ 2,3-Dioxo-L-gulonate symport (periplasm)					TRANS-RXN0-235	iML1515														
23PDE2pp	2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)	RXN-14091	R03538	rxn02522	MNXR94723	RXN-14091	iML1515			['META:RXN-14091']	['R03538']	['rxn02522']	['MNXR94723']								
23PDE4pp	2',3'-cyclic-nucleotide phosphodiesterase (CMP) (periplasm)	RXN-14112	R03929	rxn02762	MNXR94724	RXN-14112	iML1515			['META:RXN-14112']	['R03929']	['rxn02762']	['MNXR94724']								
23PDE7pp	2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)	RXN-14113	R03537	rxn02521	MNXR94722	RXN-14113	iML1515			['META:RXN-14113']	['R03537']	['rxn02521']	['MNXR94722']								
23PDE9pp	2',3'-cyclic-nucleotide phosphodiesterase (GMP) (periplasm)	RXN-14064	R05135	rxn03483	MNXR94725	RXN-14064	iML1515			['META:RXN-14064']	['R05135']	['rxn03483']	['MNXR94725']								
26DAHtex	Meso-2,6-Diaminoheptanedioate transport via diffusion (extracellular to periplasm)			rxn07931	MNXR94741		iML1515					['rxn07931']	['MNXR94741']								
26DPAi		RXN-5041		rxn10061	MNXR121773			iYO844						['META:RXN-5041']		['rxn10061']	['MNXR121773']				
2AGPA120tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm)			rxn07932	MNXR94743		iML1515					['rxn07932']	['MNXR94743']								
2AGPA140tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:0) transporter via facilitated diffusion (periplasm)			rxn07933	MNXR94744		iML1515					['rxn07933']	['MNXR94744']								
2AGPA141tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C14:1) transporter via facilitated diffusion (periplasm)			rxn07934	MNXR94745		iML1515					['rxn07934']	['MNXR94745']								
2AGPA160tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:0) transporter via facilitated diffusion (periplasm)			rxn07935	MNXR94746		iML1515					['rxn07935']	['MNXR94746']								
2AGPA161tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C16:1) transporter via facilitated diffusion (periplasm)			rxn07936	MNXR94747		iML1515					['rxn07936']	['MNXR94747']								
2AGPA180tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:0) transporter via facilitated diffusion (periplasm)			rxn07937	MNXR94748		iML1515					['rxn07937']	['MNXR94748']								
2AGPA181tipp	2-Acyl-sn-glycero-3-phosphatidate (n-C18:1) transporter via facilitated diffusion (periplasm)			rxn07938	MNXR94749		iML1515					['rxn07938']	['MNXR94749']								
2AGPE120tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm)				MNXR94750		iML1515						['MNXR94750']								
2AGPE140tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm)				MNXR94751		iML1515						['MNXR94751']								
2AGPE141tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm)				MNXR94752		iML1515						['MNXR94752']								
2AGPE160tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) transporter via facilitated diffusion (periplasm)			rxn07942	MNXR94753		iML1515					['rxn07942']	['MNXR94753']								
2AGPE161tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm)				MNXR94754		iML1515						['MNXR94754']								
2AGPE180tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm)			rxn07944	MNXR94755		iML1515					['rxn07944']	['MNXR94755']								
2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)				MNXR94756		iML1515						['MNXR94756']								
2AGPEAT120	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)				MNXR94757		iML1515						['MNXR94757']								
2AGPEAT140	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)				MNXR94758		iML1515						['MNXR94758']								
2AGPEAT141	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)				MNXR94759		iML1515						['MNXR94759']								
2AGPEAT160	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0)			rxn07949	MNXR94760		iML1515					['rxn07949']	['MNXR94760']								
2AGPEAT161	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)				MNXR94761		iML1515						['MNXR94761']								
2AGPEAT180	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)			rxn07951	MNXR94762		iML1515					['rxn07951']	['MNXR94762']								
2AGPEAT181	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)				MNXR94763		iML1515						['MNXR94763']								
2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)				MNXR94764		iML1515						['MNXR94764']								
2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)				MNXR94765		iML1515						['MNXR94765']								
2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)				MNXR94766		iML1515						['MNXR94766']								
2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)				MNXR94767		iML1515						['MNXR94767']								
2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)				MNXR94768		iML1515						['MNXR94768']								
2AGPG180tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)				MNXR94769		iML1515						['MNXR94769']								
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)				MNXR94770		iML1515						['MNXR94770']								
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)				MNXR94771		iML1515						['MNXR94771']								
2AGPGAT140	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)				MNXR94772		iML1515						['MNXR94772']								
2AGPGAT141	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)				MNXR94773		iML1515						['MNXR94773']								
2AGPGAT160	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)				MNXR94774		iML1515						['MNXR94774']								
2AGPGAT161	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)				MNXR94775		iML1515						['MNXR94775']								
2AGPGAT180	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0)				MNXR94776		iML1515						['MNXR94776']								
2AGPGAT181	2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1)				MNXR94777		iML1515						['MNXR94777']								
2DDARAA	2-dehydro-3-deoxy-D-arabinonate Aldolase						iML1515														
2DGLCptspp	2-Deoxy-D-glucose transport via PEP:Pyr PTS (periplasm)						iML1515														
2DGLCtex	2-Deoxy-D-glucose transport via diffusion (extracellular)						iML1515														
2DGULRGx	2-Dehydro-L-gulonate reductase to gluconate (NADH)				MNXR94785		iML1515						['MNXR94785']								
2DGULRGy	2-Dehydro-L-gulonate reductase to gluconate (NADPH)				MNXR94786		iML1515						['MNXR94786']								
2DGULRx	2-dehydro-L-gulonate reductase (NADH)			rxn07969	MNXR94787		iML1515					['rxn07969']	['MNXR94787']								
2DGULRy	2-dehydro-L-gulonate reductase (NADPH)			rxn07970	MNXR94788		iML1515					['rxn07970']	['MNXR94788']								
2DOXG6PP	2 deoxyglucose 6 phosphatase	3.1.3.68-RXN	R02587	rxn01883	MNXR94794	3.1.3.68-RXN	iML1515			['META:3.1.3.68-RXN']	['R02587']	['rxn01883']	['MNXR94794']								
2HESR	2-hydroxyethyldisulfide reductase						iML1515														
2HPTCOAT	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase						iML1515														
2HXMPt6				rxn05472	MNXR94804			iYO844								['rxn05472']	['MNXR94804']				
2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase			rxn07971	MNXR142616	RXN0-3543	iML1515					['rxn07971']	['MNXR142616']								
2PGK			R02664	rxn01926	MNXR107651	RXN-20987			iAF692										['R02664']	['rxn01926']	['MNXR107651']
2PGLYCt6				rxn05473	MNXR94822			iYO844								['rxn05473']	['MNXR94822']				
2PGt6				rxn05474	MNXR94824			iYO844								['rxn05474']	['MNXR94824']				
2PLS		RXN-8076		rxn10420	MNXR94829				iAF692									['META:RXN-8076']		['rxn10420']	['MNXR94829']
2S6HCCi				rxn04675	MNXR134758			iYO844								['rxn04675']	['MNXR134758']				
34dhpactex	Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)			rxn07972	MNXR94848		iML1515					['rxn07972']	['MNXR94848']								
3AMACHYD	3-aminoacrylate hydrolase	RXN0-6452	R09983		MNXR94854	RXN0-6452	iML1515			['META:RXN0-6452']	['R09983']		['MNXR94854']								
3AMBAt2				rxn05475	MNXR94855			iYO844								['rxn05475']	['MNXR94855']				
3AMPt6				rxn05476	MNXR94856			iYO844								['rxn05476']	['MNXR94856']				
3AMPtex	3AMP transport via diffusion (extracellular to periplasm)			rxn07973	MNXR94857		iML1515					['rxn07973']	['MNXR94857']								
3CMPt6				rxn05477	MNXR94860			iYO844								['rxn05477']	['MNXR94860']				
3CMPtex	3CMP transport via diffusion (extracellular to periplasm)			rxn07974	MNXR94861		iML1515					['rxn07974']	['MNXR94861']								
3GMPt6				rxn05478	MNXR94867			iYO844								['rxn05478']	['MNXR94867']				
3GMPtex	3GMP transport via diffusion (extracellular to periplasm)			rxn07975	MNXR94868		iML1515					['rxn07975']	['MNXR94868']								
3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)		R04535	rxn05333	MNXR94876		iML1515				['R04535']	['rxn05333']	['MNXR94876']								
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)		R04965	rxn05331	MNXR94877		iML1515				['R04965']	['rxn05331']	['MNXR94877']								
3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)			rxn07976	MNXR94878		iML1515					['rxn07976']	['MNXR94878']								
3HAD140	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0)	RXN-9537	R04568	rxn05335	MNXR94879		iML1515			['META:RXN-9537']	['R04568']	['rxn05335']	['MNXR94879']								
3HAD141	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1)			rxn07977	MNXR94880		iML1515					['rxn07977']	['MNXR94880']								
3HAD160	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0)		R04544	rxn05332	MNXR94881		iML1515				['R04544']	['rxn05332']	['MNXR94881']								
3HAD161	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1)			rxn07978	MNXR94882		iML1515					['rxn07978']	['MNXR94882']								
3HAD180	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0)		R07764	rxn07979	MNXR94883		iML1515				['R07764']	['rxn07979']	['MNXR94883']								
3HAD181	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1)			rxn07980	MNXR94884		iML1515					['rxn07980']	['MNXR94884']								
3HAD40	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0)			rxn07981	MNXR94885		iML1515					['rxn07981']	['MNXR94885']								
3HAD60	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0)		R04954	rxn05330	MNXR94887		iML1515				['R04954']	['rxn05330']	['MNXR94887']								
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	4.2.1.59-RXN	R04537	rxn05334	MNXR94888		iML1515			['META:4.2.1.59-RXN']	['R04537']	['rxn05334']	['MNXR94888']								
3HBZCT	3-hydroxybenzoyl-CoA thioesterase						iML1515														
3HCINNMH	3-hydroxycinnamate hydroxylase	RXN-10040	R06787	rxn04602	MNXR94893		iML1515			['META:RXN-10040']	['R06787']	['rxn04602']	['MNXR94893']								
3HPADHi	3-Hydroxypropanal Dehydrogenase						iML1515														
3HPPPNH	3-(3-hydroxy-phenyl)propionate hydroxylase	MHPHYDROXY-RXN	R06786	rxn04601	MNXR94903	MHPHYDROXY-RXN	iML1515			['META:MHPHYDROXY-RXN']	['R06786']	['rxn04601']	['MNXR94903']								
3HPPtex	3-hydroxypropionate transport via diffusion (extracellular to periplasm)	TRANS-RXN0-465			MNXR94904	TRANS-RXN0-465	iML1515			['META:TRANS-RXN0-465']			['MNXR94904']								
3HPPtpp	3-hydroxypropionate transport via proton symport (periplasm)				MNXR94905		iML1515						['MNXR94905']								
3KGK	3-keto-L-gulonate kinase	RXN0-704	R07127	rxn04930	MNXR94909	RXN0-704	iML1515			['META:RXN0-704']	['R07127']	['rxn04930']	['MNXR94909']								
3NTD2pp	3'-nucleotidase (UMP) (periplasm)	RXN-14115	R01877	rxn01367	MNXR94932	RXN-14115	iML1515			['META:RXN-14115']	['R01877']	['rxn01367']	['MNXR94932']								
3NTD4pp	3'-nucleotidase (CMP) (periplasm)	RXN-14090	R02370	rxn01704	MNXR94934	RXN-14090	iML1515			['META:RXN-14090']	['R02370']	['rxn01704']	['MNXR94934']								
3NTD7pp	3'-nucleotidase (AMP) (periplasm)	RXN-14126	R01562	rxn01139	MNXR94935	RXN-14126	iML1515			['META:RXN-14126']	['R01562']	['rxn01139']	['MNXR94935']								
3NTD9pp	3'-nucleotidase (GMP) (periplasm)	RXN-14124	R02148	rxn01549	MNXR94936	RXN-14124	iML1515			['META:RXN-14124']	['R02148']	['rxn01549']	['MNXR94936']								
3NUCLE1		RXN-14126	R01562	rxn01139	MNXR94935	RXN-14126		iYO844						['META:RXN-14126']	['R01562']	['rxn01139']	['MNXR94935']				
3NUCLE2		RXN-14115	R01877	rxn01367	MNXR94932	RXN-14115		iYO844						['META:RXN-14115']	['R01877']	['rxn01367']	['MNXR94932']				
3NUCLE3		RXN-14090	R02370	rxn01704	MNXR94934	RXN-14090		iYO844						['META:RXN-14090']	['R02370']	['rxn01704']	['MNXR94934']				
3NUCLE4		RXN-14124	R02148	rxn01549	MNXR94936	RXN-14124		iYO844						['META:RXN-14124']	['R02148']	['rxn01549']	['MNXR94936']				
3OAR100	3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0)	RXN-9528	R04534	rxn05338	MNXR94941		iML1515			['META:RXN-9528']	['R04534']	['rxn05338']	['MNXR94941']								
3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)		R04964	rxn05340	MNXR94942		iML1515				['R04964']	['rxn05340']	['MNXR94942']								
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)			rxn07987	MNXR94943		iML1515					['rxn07987']	['MNXR94943']								
3OAR140	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0)	RXN-9536	R04566	rxn05342	MNXR94944		iML1515			['META:RXN-9536']	['R04566']	['rxn05342']	['MNXR94944']								
3OAR141	3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1)			rxn07989	MNXR94945		iML1515					['rxn07989']	['MNXR94945']								
3OAR160	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0)		R04543	rxn05336	MNXR94946		iML1515				['R04543']	['rxn05336']	['MNXR94946']								
3OAR161	3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1)			rxn07991	MNXR94947		iML1515					['rxn07991']	['MNXR94947']								
3OAR180	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0)			rxn07992	MNXR94948		iML1515					['rxn07992']	['MNXR94948']								
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)			rxn07993	MNXR94949		iML1515					['rxn07993']	['MNXR94949']								
3OAR40	3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0)			rxn07994	MNXR94950		iML1515					['rxn07994']	['MNXR94950']								
3OAR60	3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0)		R04953	rxn05337	MNXR94952		iML1515				['R04953']	['rxn05337']	['MNXR94952']								
3OAR80	3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0)	RXN-9524	R04536	rxn05341	MNXR94953		iML1515			['META:RXN-9524']	['R04536']	['rxn05341']	['MNXR94953']								
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)				MNXR94954		iML1515						['MNXR94954']								
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)				MNXR94955		iML1515						['MNXR94955']								
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)				MNXR94956		iML1515						['MNXR94956']								
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)				MNXR94957		iML1515						['MNXR94957']								
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)				MNXR94958		iML1515						['MNXR94958']								
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)				MNXR94959		iML1515						['MNXR94959']								
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)				MNXR94960		iML1515						['MNXR94960']								
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)				MNXR94961		iML1515						['MNXR94961']								
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)				MNXR94962		iML1515						['MNXR94962']								
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)				MNXR94963		iML1515						['MNXR94963']								
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)				MNXR94964		iML1515						['MNXR94964']								
3OXCOAT	3-oxoadipyl-CoA thiolase	RXN-3641	R00829	rxn00598	MNXR94967	RXN-3641	iML1515			['META:RXN-3641']	['R00829']	['rxn00598']	['MNXR94967']								
3PEPTabcpp	Tripeptide (LalaDgluMdap) transport via ABC system (periplasm)			rxn08003	MNXR94970		iML1515					['rxn08003']	['MNXR94970']								
3PEPTtex	LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm)			rxn08004	MNXR94971		iML1515					['rxn08004']	['MNXR94971']								
3PGt6				rxn05479	MNXR94973			iYO844								['rxn05479']	['MNXR94973']				
3SLAR	3-sulfolactaldehyde reductase						iML1515														
3UMPt6				rxn05480	MNXR94982			iYO844								['rxn05480']	['MNXR94982']				
3UMPtex	3UMP transport via diffusion (extracellular to periplasm)			rxn08005	MNXR94983		iML1515					['rxn08005']	['MNXR94983']								
42A12BOOXpp	4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)	RXN6666-4	R04300	rxn02993	MNXR94989	RXN6666-4	iML1515			['META:RXN6666-4']	['R04300']	['rxn02993']	['MNXR94989']								
4ABZGLUH	P-aminobenzoyl-glutamate hydrolase						iML1515														
4ABZGLUtex	P-aminobenzoyl glutamate transport via diffusion (extracellular to periplasm)						iML1515														
4ABZGLUtr	P-aminobenzoyl glutamate:H+ symporter						iML1515														
4ABZt2r				rxn10421	MNXR94996				iAF692											['rxn10421']	['MNXR94996']
4HBZt3pp	4-hydroxybenzoate transport out via antiporter					TRANS-RXN0-233	iML1515														
4HOXPACDtex	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)			rxn08006	MNXR95017		iML1515					['rxn08006']	['MNXR95017']								
4HTHRA	4-hydroxy-L-threonine aldolase					RXN0-6563	iML1515														
4HTHRK	4-Hydroxy-L-threonine kinase	RXN0-6564			MNXR95023	RXN0-6564	iML1515			['META:RXN0-6564']			['MNXR95023']								
4KFBPP				rxn10422	MNXR95028				iAF692											['rxn10422']	['MNXR95028']
4PCP	Tetrapeptide L,D-carboxypeptidase			rxn08007	MNXR95049		iML1515					['rxn08007']	['MNXR95049']								
4PCPpp	Tetrapeptide L,D-carboxypeptidase (periplasm)			rxn08007	MNXR95049		iML1515					['rxn08007']	['MNXR95049']								
4PEPTabcpp	Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm)			rxn08008	MNXR95050		iML1515					['rxn08008']	['MNXR95050']								
4PEPTtex	LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm)			rxn08009	MNXR95051		iML1515					['rxn08009']	['MNXR95051']								
5DGLCNR	5-dehydro-D-gluconate reductase	RXN-14367	R01740	rxn01278	MNXR95065	RXN-14367	iML1515			['META:RXN-14367']	['R01740']	['rxn01278']	['MNXR95065']								
5DGLCNt2rpp	5-Dehydro-D-gluconate transport via proton symport, reversible (periplasm)	TRANS-RXN0-228		rxn08011	MNXR95066	TRANS-RXN0-228	iML1515			['META:TRANS-RXN0-228']		['rxn08011']	['MNXR95066']								
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)			rxn08012	MNXR95067		iML1515					['rxn08012']	['MNXR95067']								
5DKGR	5-keto-D-gluconate 5-reductase					RXN0-7101	iML1515														
5DOAN	5'-deoxyadenosine nuclosidase	RXN0-6550		rxn08013; rxn13649	MNXR95069		iML1515			['META:RXN0-6550']		['rxn13649', 'rxn08013']	['MNXR95069']								
5HBZIDS				rxn10423	MNXR95076				iAF692											['rxn10423']	['MNXR95076']
5MTRt2				rxn05481	MNXR95090			iYO844								['rxn05481']	['MNXR95090']				
5MTRtex	5-Methylthio-D-ribose transport via proton diffusion (extracellular to periplasm)	TRANS-RXN0-461			MNXR95091	TRANS-RXN0-461	iML1515			['META:TRANS-RXN0-461']			['MNXR95091']								
5MTRtpp	5-Methylthio-D-ribose transport via proton symport (periplasm)			rxn05481	MNXR95090		iML1515					['rxn05481']	['MNXR95090']								
6D6SFK	6-deoxy-6-sulfofructose kinase						iML1515														
6D6SPA	6-deoxy-6-sulfofructose-1-phosphate aldolase						iML1515														
6PGCt6				rxn05482	MNXR95102			iYO844								['rxn05482']	['MNXR95102']				
7MHS				rxn10424	MNXR95110				iAF692											['rxn10424']	['MNXR95110']
7MHTS		R226-RXN	R08323	rxn10425	MNXR95111				iAF692									['META:R226-RXN']	['R08323']	['rxn10425']	['MNXR95111']
A5PISO	Arabinose-5-phosphate isomerase	DARAB5PISOM-RXN	R01530	rxn01117	MNXR95132	DARAB5PISOM-RXN	iML1515			['META:DARAB5PISOM-RXN']	['R01530']	['rxn01117']	['MNXR95132']								
AACPS1	Acyl-[acyl-carrier-protein] synthetase (n-C14:0)				MNXR95138		iML1515						['MNXR95138']								
AACPS2	Acyl-[acyl-carrier-protein] synthetase  (n-C14:1)				MNXR95141		iML1515						['MNXR95141']								
AACPS3	Acyl-[acyl-carrier-protein] synthetase  (n-C16:0)				MNXR95142		iML1515						['MNXR95142']								
AACPS4	Acyl-[acyl-carrier-protein] synthetase  (n-C16:1)				MNXR95143		iML1515						['MNXR95143']								
AACPS5	Acyl-[acyl-carrier-protein] synthetase  (n-C18:1)				MNXR95144		iML1515						['MNXR95144']								
AACPS6	Acyl-[acyl-carrier-protein] synthetase  (n-C18:0)				MNXR95145		iML1515						['MNXR95145']								
AACPS7	Acyl-[acyl-carrier-protein] synthetase  (n-C12:0)				MNXR95146		iML1515						['MNXR95146']								
AACPS8	Acyl-[acyl-carrier-protein] synthetase  (n-C10:0)				MNXR95147		iML1515						['MNXR95147']								
AACPS9	Acyl-[acyl-carrier-protein] synthetase  (n-C8:0)				MNXR95148		iML1515						['MNXR95148']								
AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	AMACETOXID-RXN	R02529	rxn01833	MNXR95149	AMACETOXID-RXN	iML1515			['META:AMACETOXID-RXN']	['R02529']	['rxn01833']	['MNXR95149']								
AADDGT	DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase	FUC4NACTRANS-RXN		rxn08023	MNXR95151		iML1515			['META:FUC4NACTRANS-RXN']		['rxn08023']	['MNXR95151']								
AAMYL	Alpha-amylase				MNXR95153		iML1515						['MNXR95153']								
